date,v1,v2,v3,feature1,feature2,feature3
2013/1/3 7:00,-0.558444084,35.47293714,-0.055072391,54148,3216,35.82
2013/1/3 8:00,0.12625493,35.48243351,0.005481206,55882,3286,36.38
2013/1/3 9:00,0.637845737,35.05966652,0.040517199,56040,3402,36.52
2013/1/3 10:00,1.036273113,35.22803917,0.015719255,56216,3549,36.71
2013/1/3 11:00,1.416891073,35.36406332,-0.011920244,56110,3648,36.6
2013/1/3 12:00,1.837154977,35.32746511,-0.039573519,55576,3677,36.51
2013/1/3 13:00,2.267560007,35.13866237,-0.007398218,55411,3680,36.4
2013/1/3 14:00,2.603612195,34.95642252,0.057212179,55768,3686,36.42
2013/1/3 15:00,2.722607932,35.03079095,-0.015816251,56413,3679,36.58
2013/1/3 16:00,2.549694102,35.23950258,-0.103457088,57285,3644,36.94
2013/1/3 17:00,2.098068926,35.29355391,0.030901513,57558,3553,36.94
2013/1/3 18:00,1.463227829,34.8844138,0.118988795,56793,3440,36.81
2013/1/3 19:00,0.765554681,35.018213,-0.071482067,55578,3312,36.43
2013/1/3 20:00,0.101039402,35.02221386,-0.100045859,53745,3203,35.91
2013/1/3 21:00,-0.49596278,35.1561816,0.133562042,52308,3111,35.45
2013/1/3 22:00,-1.050670802,35.32357004,0.080151622,49951,3043,34.77
2013/1/3 23:00,-1.606552388,34.64136871,-0.156754952,47288,2977,32.09
2013/1/4 0:00,-2.166065056,34.92685717,-0.030425195,44859,2956,31.71
2013/1/4 1:00,-2.679167066,34.97445462,0.131481137,43868,2832,30.86
2013/1/4 2:00,-3.035091457,35.0107081,-0.036096132,43473,2757,30.21
2013/1/4 3:00,-3.108175898,35.1965452,-0.116404898,43557,2686,30.36
2013/1/4 4:00,-2.82303259,34.63656542,0.0369862,44292,2554,30.89
2013/1/4 5:00,-2.201261738,34.9043101,0.053305335,46354,2368,32.21
2013/1/4 6:00,-1.360686237,35.10819796,-0.032178416,49917,2212,34.33
2013/1/4 7:00,-0.482817974,35.15778986,-0.012496114,53990,2119,35.98
2013/1/4 8:00,0.273255113,35.18361666,0.025832146,55748,2114,36.72
2013/1/4 9:00,0.835135265,34.80698324,0.027847352,55766,2206,36.68
2013/1/4 10:00,1.218715396,34.9681714,0.018725464,56039,2396,36.8
2013/1/4 11:00,1.4961474,35.12716617,-0.035939393,55875,2641,36.64
2013/1/4 12:00,1.744573635,35.16854806,-0.044177528,55427,2828,36.44
2013/1/4 13:00,1.999896592,35.00656106,0.059196972,55218,2924,36.31
2013/1/4 14:00,2.239772955,34.88158297,0.049979881,55541,2976,35.83
2013/1/4 15:00,2.398712564,34.95542204,-0.108386347,56355,2973,36.12
2013/1/4 16:00,2.387258431,35.10500407,-0.080858583,57165,2915,36.8
2013/1/4 17:00,2.142110053,35.25950128,0.135343857,57337,2832,37.29
2013/1/4 18:00,1.664606482,34.91038054,0.083416359,56567,2733,37.15
2013/1/4 19:00,1.020504592,35.14757828,-0.166887804,55246,2597,36.47
2013/1/4 20:00,0.321789459,35.08981521,-0.05516961,53340,2422,36.03
2013/1/4 21:00,-0.328739054,35.11335139,0.202008999,51900,2213,35.43
2013/1/4 22:00,-0.873437909,35.37640683,0.032313913,49813,2007,35.17
2013/1/4 23:00,-1.310688699,34.83887599,-0.206122799,47370,1808,32.95
2013/1/5 0:00,-1.662688757,35.28989103,0.007440054,44975,1612,33.69
2013/1/5 1:00,-1.965420955,35.17512379,0.178897256,43955,1274,32.71
2013/1/5 2:00,-2.211874079,35.07908086,-0.027833158,43482,992,32.09
2013/1/5 3:00,-2.360573275,35.29382905,-0.162232639,43213,763,32.17
2013/1/5 4:00,-2.355749299,35.00250888,0.006085432,43443,597,32.73
2013/1/5 5:00,-2.153911464,35.32799175,0.138076454,44042,460,33.77
2013/1/5 6:00,-1.739363186,35.31890082,0.032598971,45160,354,34.03
2013/1/5 7:00,-1.140489868,35.20461051,-0.115747966,47109,284,33.98
2013/1/5 8:00,-0.439337706,35.20290682,-0.061246942,48944,245,34.45
2013/1/5 9:00,0.238379595,35.21665946,0.107985845,50445,227,36.12
2013/1/5 10:00,0.767898,35.32943724,0.072064998,51662,216,36.69
2013/1/5 11:00,1.111603421,35.35693156,-0.091940631,51849,206,36.74
2013/1/5 12:00,1.331612129,35.34225436,-0.059042055,51614,194,36.52
2013/1/5 13:00,1.541125089,35.18784,0.08995114,51186,196,36.12
2013/1/5 14:00,1.818302913,35.28398941,0.036747488,51497,204,36.14
2013/1/5 15:00,2.133987155,35.31415563,-0.107790062,52648,221,36.78
2013/1/5 16:00,2.352945614,35.35934999,-0.033827058,54211,247,37.71
2013/1/5 17:00,2.322426714,35.46505193,0.107556171,54731,294,38.37
2013/1/5 18:00,1.975665661,35.3028265,0.023502521,54014,358,37.99
2013/1/5 19:00,1.381151542,35.43096008,-0.084015251,52452,437,36.94
2013/1/5 20:00,0.706556093,35.36058412,0.011267892,50729,537,36.24
2013/1/5 21:00,0.10704793,35.37579842,0.049460049,49577,638,35.89
2013/1/5 22:00,-0.357051524,35.53383206,-0.039572138,48007,709,35.7
2013/1/5 23:00,-0.728872985,35.34748243,0.004895907,46375,793,35.44
2013/1/6 0:00,-1.096567573,35.52345968,0.068429864,46150,558,34.87
2013/1/6 1:00,-1.501486985,35.39985911,-0.034649883,44946,666,33.05
2013/1/6 2:00,-1.899172396,35.32377434,-0.070239065,44345,736,32.25
2013/1/6 3:00,-2.199600155,35.53789553,0.034251329,44067,737,32.41
2013/1/6 4:00,-2.311590558,35.34120696,0.038546732,44134,721,32.45
2013/1/6 5:00,-2.180011116,35.51480291,-0.043222567,44641,771,32.8
2013/1/6 6:00,-1.806439804,35.57976905,-0.019367034,45736,881,33.27
2013/1/6 7:00,-1.249762521,35.43237122,0.041337897,47134,990,32.97
2013/1/6 8:00,-0.605767008,35.58497648,0.00265024,48601,1088,33.65
2013/1/6 9:00,0.005945975,35.48618869,-0.064909589,49839,1159,34.25
2013/1/6 10:00,0.490599362,35.59228576,-0.014940886,51058,1249,35.01
2013/1/6 11:00,0.822647753,35.78878797,0.066077576,51738,1341,35.94
2013/1/6 12:00,1.049040693,35.78478007,0.007280225,51743,1356,35.79
2013/1/6 13:00,1.260126743,35.75159142,-0.065125965,51714,1296,35.02
2013/1/6 14:00,1.515596611,35.77567959,-0.014824361,51959,1219,34.85
2013/1/6 15:00,1.773443845,35.89014207,0.014987368,53239,1125,35.18
2013/1/6 16:00,1.896174182,36.07791019,-0.022566805,54580,983,35.9
2013/1/6 17:00,1.731588567,36.3010555,-0.017375123,55054,817,37.09
2013/1/6 18:00,1.21713264,36.1824888,-0.003638604,54611,616,37.65
2013/1/6 19:00,0.450092295,36.36399556,0.00840079,53503,432,37.39
2013/1/6 20:00,-0.344490689,36.51820203,0.057529917,52220,318,36.99
2013/1/6 21:00,-0.951771212,36.65697362,0.007844594,51122,251,36.1
2013/1/6 22:00,-1.299008857,36.91440942,-0.093796749,49213,195,36
2013/1/6 23:00,-1.499315893,36.60396502,0.005777737,47156,157,34.93
2013/1/7 0:00,-1.74781579,36.89886343,0.140263763,46057,113,34.97
2013/1/7 1:00,-2.166879703,37.07391106,-0.038022372,45168,83,33.71
2013/1/7 2:00,-2.673209825,37.20630876,-0.177969403,44715,75,33.13
2013/1/7 3:00,-2.998362321,37.41907317,0.048606328,44840,78,33.23
2013/1/7 4:00,-2.830548886,37.0887749,0.162495953,45736,91,34.1
2013/1/7 5:00,-2.017140935,37.46297405,-0.089299145,48206,105,35.68
2013/1/7 6:00,-0.683369372,37.80560448,-0.141198584,52410,114,38.51
2013/1/7 7:00,0.789073158,37.89984492,0.121130744,56801,125,40.66
2013/1/7 8:00,1.951523864,38.01584309,0.146150766,58004,143,42.48
2013/1/7 9:00,2.511414412,37.63941238,-0.091441618,57798,175,42.08
2013/1/7 10:00,2.493471935,37.98293343,-0.093777367,57959,214,41.97
2013/1/7 11:00,2.211795711,38.35675051,0.089439518,57892,251,41.37
2013/1/7 12:00,2.079843349,38.36549061,0.087093368,57433,265,40.3
2013/1/7 13:00,2.350236325,38.23656233,-0.060482543,57153,277,39.96
2013/1/7 14:00,2.940459722,37.98486339,-0.11135257,57264,291,40.17
2013/1/7 15:00,3.468755214,38.29429783,0.008109346,58066,321,41.6
2013/1/7 16:00,3.472274281,38.81850582,0.134283066,58814,360,42.37
2013/1/7 17:00,2.692235317,38.85623743,0.030873313,58890,394,41.93
2013/1/7 18:00,1.235928479,38.44874517,-0.176163549,57726,425,39.97
2013/1/7 19:00,-0.461045467,38.43794856,-0.047006675,56264,461,38.9
2013/1/7 20:00,-1.866717246,38.64226423,0.234069065,54454,480,37.92
2013/1/7 21:00,-2.625603314,39.28593618,0.06812179,52814,469,37.47
2013/1/7 22:00,-2.741453814,39.28257858,-0.265708174,50312,453,36.49
2013/1/7 23:00,-2.549287912,38.59097866,-0.051916732,47645,437,35.55
2013/1/8 0:00,-2.496750117,38.73667295,0.290892141,45947,541,35.44
2013/1/8 1:00,-2.859820597,38.96107364,0.010449393,44792,530,35.01
2013/1/8 2:00,-3.559469517,39.63524479,-0.325838055,44296,524,34.83
2013/1/8 3:00,-4.176036781,39.65165128,0.006244587,44215,511,34.84
2013/1/8 4:00,-4.180791307,38.81469671,0.3092939,44864,479,35.21
2013/1/8 5:00,-3.257297784,39.10526487,-0.031885936,47149,459,36.35
2013/1/8 6:00,-1.507270334,39.52044361,-0.263555472,51134,451,39.04
2013/1/8 7:00,0.549110937,40.04966923,0.038944648,55286,442,42.55
2013/1/8 8:00,2.231390502,40.0383791,0.239242731,56290,435,44.35
2013/1/8 9:00,3.063564707,39.08933127,0.034281297,56111,429,43.58
2013/1/8 10:00,3.019052334,39.29694142,-0.187677441,56339,419,43.15
2013/1/8 11:00,2.517595491,40.02161262,-0.09942658,56264,412,42.43
2013/1/8 12:00,2.180448313,40.22869452,0.189639187,55810,383,41.92
2013/1/8 13:00,2.448899313,40.01737224,0.159286325,55676,329,41.94
2013/1/8 14:00,3.311715914,39.37185072,-0.246244448,55822,272,41.72
2013/1/8 15:00,4.30515616,39.27486631,-0.226133429,56700,219,43.47
2013/1/8 16:00,4.759678096,40.47044355,0.286717235,57601,176,47.47
2013/1/8 17:00,4.186693678,40.63344792,0.261596044,57779,152,47.97
2013/1/8 18:00,2.596423492,39.86250623,-0.276860622,56954,134,44.91
2013/1/8 19:00,0.505226935,39.77140155,-0.214161984,55745,126,42.78
2013/1/8 20:00,-1.363612862,39.38555559,0.319074887,54021,131,39.77
2013/1/8 21:00,-2.465594998,40.45683462,0.22878941,52608,148,39.09
2013/1/8 22:00,-2.731532951,40.74301862,-0.331507353,50189,179,38.23
2013/1/8 23:00,-2.545401412,39.43390292,-0.22465883,47492,228,36.14
2013/1/9 0:00,-2.446916334,39.63602244,0.354366395,45937,186,36.49
2013/1/9 1:00,-2.786622689,39.52294931,0.190419928,44833,219,35.92
2013/1/9 2:00,-3.502537584,40.23357208,-0.398508765,44216,265,35.44
2013/1/9 3:00,-4.150396304,40.63732373,-0.171797738,44292,312,35.76
2013/1/9 4:00,-4.185902804,39.27362626,0.395283521,45092,358,35.93
2013/1/9 5:00,-3.313846777,39.49338681,0.136176846,47494,421,37.31
2013/1/9 6:00,-1.676031066,39.83197093,-0.354187409,51772,478,39.17
2013/1/9 7:00,0.206625876,40.15635439,-0.090427416,56447,554,41.4
2013/1/9 8:00,1.712342755,40.41803121,0.327408779,57646,682,43.51
2013/1/9 9:00,2.448437574,39.24101344,0.107076978,57470,795,41.59
2013/1/9 10:00,2.457640424,39.18329022,-0.266698308,57470,902,40.8
2013/1/9 11:00,2.141390054,39.91525522,-0.167797899,57517,1060,40.56
2013/1/9 12:00,2.007930643,40.07086675,0.216095113,57119,1230,40.5
2013/1/9 13:00,2.353788642,39.88167897,0.226026586,56975,1366,40.74
2013/1/9 14:00,3.07842202,39.35418509,-0.247826096,57070,1523,40.53
2013/1/9 15:00,3.751575314,39.03485811,-0.322127597,57801,1686,40.75
2013/1/9 16:00,3.867153971,40.00153571,0.284028783,58685,1789,42.96
2013/1/9 17:00,3.134081458,40.321855,0.35822032,58883,1835,43.08
2013/1/9 18:00,1.65708561,39.54644181,-0.372106661,58181,1840,40.87
2013/1/9 19:00,-0.113319088,39.5981422,-0.37295286,57064,1838,39.81
2013/1/9 20:00,-1.617724296,39.31001998,0.473195468,55355,1825,39.02
2013/1/9 21:00,-2.477223041,40.12909364,0.37554649,53987,1784,37.97
2013/1/9 22:00,-2.680254023,40.5847192,-0.532336249,51505,1753,36.71
2013/1/9 23:00,-2.573412072,39.39772616,-0.344011662,48686,1732,35.3
2013/1/10 0:00,-2.621730012,39.60729945,0.552869983,46644,1929,35.77
2013/1/10 1:00,-3.09377691,39.61207659,0.266750043,45700,1959,35.2
2013/1/10 2:00,-3.877491856,40.31589775,-0.583576241,45389,2010,34.74
2013/1/10 3:00,-4.51359119,40.73598671,-0.217517882,45640,2008,35
2013/1/10 4:00,-4.457392033,39.58232732,0.545340631,46669,1975,36
2013/1/10 5:00,-3.432077626,39.75807603,0.154787225,49380,1979,37.13
2013/1/10 6:00,-1.607489938,40.14837995,-0.447325184,54019,1993,38.83
2013/1/10 7:00,0.447161833,40.72012159,-0.11199905,58919,1965,41.69
2013/1/10 8:00,2.043570997,40.82233364,0.337769965,60258,1889,44.07
2013/1/10 9:00,2.745866038,39.89321225,0.152303257,60073,1788,42.7
2013/1/10 10:00,2.62288376,39.78395604,-0.208962545,60124,1712,42.08
2013/1/10 11:00,2.180463504,40.58306538,-0.265094725,59999,1659,41.72
2013/1/10 12:00,2.066639087,41.18058407,0.130641757,59714,1621,41.8
2013/1/10 13:00,2.663811734,40.57393982,0.40160034,59510,1636,42.41
2013/1/10 14:00,3.813514606,40.32471828,-0.178484154,59619,1686,43.61
2013/1/10 15:00,4.89073092,39.9235147,-0.56111957,60297,1716,44.02
2013/1/10 16:00,5.167777195,40.98602026,0.293959654,61048,1740,47.44
2013/1/10 17:00,4.220801772,41.9020936,0.649905477,61407,1764,48.8
2013/1/10 18:00,2.215460632,40.484835,-0.418280343,60574,1734,43.22
2013/1/10 19:00,-0.144011013,40.61862644,-0.60963676,59298,1618,41.56
2013/1/10 20:00,-2.03670656,40.3100645,0.54231139,57434,1493,40.29
2013/1/10 21:00,-2.94295279,41.28123411,0.555842343,56051,1402,39.65
2013/1/10 22:00,-2.906792138,42.11298697,-0.589931742,53540,1320,38.9
2013/1/10 23:00,-2.484038171,40.52319977,-0.462203007,50631,1250,37.44
2013/1/11 0:00,-2.371622755,40.56038388,0.603880233,48693,1258,37.1
2013/1/11 1:00,-2.953986884,40.51314886,0.359679579,47660,1219,36.33
2013/1/11 2:00,-4.078509032,41.63307473,-0.634017782,47314,1176,36.05
2013/1/11 3:00,-5.105533988,42.10110661,-0.296565979,47557,1158,35.57
2013/1/11 4:00,-5.253720319,40.61061599,0.60410956,48540,1153,36.34
2013/1/11 5:00,-4.096700017,40.75874836,0.19991192,51645,1152,38.13
2013/1/11 6:00,-1.827253308,40.91818645,-0.518560353,56300,1152,40.29
2013/1/11 7:00,0.801616885,42.05699521,-0.105585273,61223,1172,45.68
2013/1/11 8:00,2.835190148,42.15823922,0.414639891,62058,1194,49.75
2013/1/11 9:00,3.645403043,40.74131629,0.154057628,61782,1219,46.3
2013/1/11 10:00,3.296984235,40.69176312,-0.189319579,61855,1235,45.58
2013/1/11 11:00,2.417259338,41.18230198,-0.26410152,61535,1234,43.6
2013/1/11 12:00,1.848564725,42.15314851,0.059150517,61035,1197,43.43
2013/1/11 13:00,2.147861667,41.41490739,0.435668737,60348,1135,43.04
2013/1/11 14:00,3.259899652,40.85026868,-0.057853179,60152,1078,43.72
2013/1/11 15:00,4.557482568,40.43172869,-0.636814464,60960,1038,44.15
2013/1/11 16:00,5.216915271,41.25549948,0.142665629,62056,1010,47.64
2013/1/11 17:00,4.674487718,42.35230972,0.76463153,62358,997,49.17
2013/1/11 18:00,2.966313008,40.82290036,-0.256989925,61256,992,43.78
2013/1/11 19:00,0.704095274,40.80849863,-0.765384359,59624,976,41.82
2013/1/11 20:00,-1.303211918,40.46235493,0.373624999,57559,945,40.12
2013/1/11 21:00,-2.445709421,41.12412719,0.711884162,56089,899,39.58
2013/1/11 22:00,-2.613072409,42.10859562,-0.441059004,54011,833,38.85
2013/1/11 23:00,-2.206272708,40.56998458,-0.596049655,51812,768,37.64
2013/1/12 0:00,-1.86326105,40.39459894,0.44576649,49528,743,37.94
2013/1/12 1:00,-2.060642927,40.47339296,0.449170231,48298,694,37.52
2013/1/12 2:00,-2.864315824,41.11227258,-0.40942679,47549,654,36.95
2013/1/12 3:00,-3.911437068,41.61628852,-0.337196286,47315,655,36.98
2013/1/12 4:00,-4.615604298,40.49743891,0.28273479,47463,711,36.88
2013/1/12 5:00,-4.49819696,40.15787494,0.241450885,48150,754,37.24
2013/1/12 6:00,-3.436102082,40.54261224,-0.073070995,49383,765,37.9
2013/1/12 7:00,-1.721882763,41.3104722,-0.155925702,51451,751,38.62
2013/1/12 8:00,0.073544689,41.07915981,-0.144199417,53370,710,39.28
2013/1/12 9:00,1.355756401,40.29753671,0.12317306,55122,645,40.31
2013/1/12 10:00,1.805256284,39.96496746,0.32420161,56255,580,40.99
2013/1/12 11:00,1.560950101,40.39251029,-0.207482757,56592,504,41.24
2013/1/12 12:00,1.14758416,41.61650499,-0.492783799,56480,431,40.98
2013/1/12 13:00,1.182618609,40.84907542,0.364578334,55939,388,40.79
2013/1/12 14:00,1.977022564,40.08536711,0.560579978,55880,372,40.84
2013/1/12 15:00,3.31376316,40.0820908,-0.603198162,56863,365,42.09
2013/1/12 16:00,4.532931598,40.38218344,-0.572909397,58718,369,44.73
2013/1/12 17:00,4.909254993,41.90380677,0.813177626,59546,385,50.04
2013/1/12 18:00,4.07715577,40.99837448,0.489473542,58956,406,48.05
2013/1/12 19:00,2.293177056,40.00305022,-0.884156753,57339,411,42.05
2013/1/12 20:00,0.292427763,40.18457516,-0.265611458,55564,400,40.35
2013/1/12 21:00,-1.172928974,40.60460068,0.858826804,54555,383,39.79
2013/1/12 22:00,-1.736368888,41.65906776,0.032856545,52830,371,39.58
2013/1/12 23:00,-1.583690916,40.87230999,-0.739506127,50945,359,38.34
2013/1/13 0:00,-1.276399616,40.00215655,0.14366787,49859,258,38.76
2013/1/13 1:00,-1.365218819,40.08347121,0.536774583,48775,270,38.32
2013/1/13 2:00,-2.040447446,40.99469657,-0.234636961,48072,283,37.87
2013/1/13 3:00,-3.045706722,41.41607035,-0.315818252,47893,297,37.25
2013/1/13 4:00,-3.840130297,40.71530519,0.208159899,48026,308,37.17
2013/1/13 5:00,-3.930859775,40.11628385,0.079845677,48516,317,37.33
2013/1/13 6:00,-3.1455801,40.1335038,-0.075134048,49483,305,37.26
2013/1/13 7:00,-1.700574797,41.3989268,0.158159006,50914,286,37.68
2013/1/13 8:00,-0.090521575,41.32275595,-0.113343561,52470,277,37.81
2013/1/13 9:00,1.125859934,40.52189622,-0.365501913,54122,266,38.47
2013/1/13 10:00,1.622069089,40.13184688,0.28164642,55750,248,39.14
2013/1/13 11:00,1.505675325,40.29589337,0.406817494,56436,218,39.76
2013/1/13 12:00,1.232921052,41.97896246,-0.514960007,56472,198,39.56
2013/1/13 13:00,1.3228316,41.7281516,-0.356836475,56091,199,39.06
2013/1/13 14:00,1.995347176,40.62572855,0.639641573,56129,214,38.97
2013/1/13 15:00,2.994357155,40.48930539,0.124869765,57220,237,39.5
2013/1/13 16:00,3.701455615,41.07218275,-0.742610743,59048,275,40.39
2013/1/13 17:00,3.509347328,42.83724848,0.083509534,60082,318,43.41
2013/1/13 18:00,2.201149228,42.57814249,0.603266761,59680,349,46.1
2013/1/13 19:00,0.101565631,41.38830532,-0.348462905,58695,354,42.75
2013/1/13 20:00,-2.007079674,41.22985073,-0.255274488,57242,357,40.52
2013/1/13 21:00,-3.340564402,42.57339993,0.558455127,56142,370,39.63
2013/1/13 22:00,-3.599649836,44.05283599,-0.157769335,54160,383,39.61
2013/1/13 23:00,-3.185407616,43.16639257,-0.582101821,51880,377,38.27
2013/1/14 0:00,-2.910926502,42.08565558,0.580443124,49913,592,37.69
2013/1/14 1:00,-3.420952525,41.78913508,0.36912169,49096,630,37.43
2013/1/14 2:00,-4.714683457,44.31307396,-0.966644187,48840,632,37.54
2013/1/14 3:00,-6.024436837,45.21860405,-0.001554552,49138,619,37.61
2013/1/14 4:00,-6.236879,43.77393543,1.126174505,50225,651,38.23
2013/1/14 5:00,-4.63309155,43.03485598,-0.499424721,53143,727,38.98
2013/1/14 6:00,-1.399555235,42.73812576,-1.026008496,58109,823,41.97
2013/1/14 7:00,2.375914216,46.17214872,0.943652584,63077,910,54.77
2013/1/14 8:00,5.234663998,46.41768734,0.699020816,64387,1023,57.92
2013/1/14 9:00,6.250329669,44.52661215,-1.009097991,64136,1076,52.1
2013/1/14 10:00,5.57283296,43.5484019,-0.101997036,64162,1036,49.1
2013/1/14 11:00,4.247128963,43.85747765,0.786007787,64030,986,48.84
2013/1/14 12:00,3.561530831,47.40956547,-0.423652348,63485,947,48.78
2013/1/14 13:00,4.291267921,46.4716454,-0.288536645,63219,930,50.78
2013/1/14 14:00,6.167725676,45.28229787,0.627780464,63075,935,52.35
2013/1/14 15:00,8.051756465,43.9926398,-0.337679225,63630,910,51.86
2013/1/14 16:00,8.561448011,44.95026629,-0.489958349,64688,898,53.2
2013/1/14 17:00,6.831278026,48.85985407,0.876396413,65155,897,60.5
2013/1/14 18:00,3.03633586,46.4384662,0.071186747,64166,862,50.61
2013/1/14 19:00,-1.561008043,45.78141536,-1.092780262,62670,791,47.92
2013/1/14 20:00,-5.374448775,44.66038941,0.489070351,60720,707,42.8
2013/1/14 21:00,-7.232611557,46.25700155,1.166152356,58890,634,41.16
2013/1/14 22:00,-7.027187498,49.12461836,-0.967333723,56165,572,40.32
2013/1/14 23:00,-5.768881558,46.73188217,-0.972697558,53184,519,38.59
2013/1/15 0:00,-4.943250626,45.53354853,1.313533796,50929,550,38.69
2013/1/15 1:00,-5.559417688,44.86268499,0.530166378,49908,553,37.95
2013/1/15 2:00,-7.516224484,47.8685207,-1.536036349,49487,567,37.57
2013/1/15 3:00,-9.553806877,49.0666888,-0.013408522,49651,590,37.96
2013/1/15 4:00,-9.957793207,47.08785014,1.450019585,50453,620,38.42
2013/1/15 5:00,-7.645627557,45.94540501,-0.538560137,53006,660,39.33
2013/1/15 6:00,-2.876289241,45.35456137,-1.059471591,57693,696,42.53
2013/1/15 7:00,2.796334848,49.44720663,0.952888451,62155,637,56.21
2013/1/15 8:00,7.273160134,49.3772918,0.462448193,63211,558,59.22
2013/1/15 9:00,9.100345803,47.21479026,-0.957040361,62924,498,55.12
2013/1/15 10:00,8.253990722,46.16630059,0.247271546,62974,436,54.63
2013/1/15 11:00,6.070506324,46.14523228,0.569626115,62995,375,52.44
2013/1/15 12:00,4.505204196,50.30332299,-0.767773415,62707,332,49.01
2013/1/15 13:00,4.981536633,49.42275823,0.085134503,62582,314,51.91
2013/1/15 14:00,7.390861176,47.44363357,0.809082512,62658,282,52.92
2013/1/15 15:00,10.18928865,46.33639038,-0.859468252,63373,241,54.87
2013/1/15 16:00,11.25796398,47.18829777,-0.562199276,64357,207,58.01
2013/1/15 17:00,9.162383908,51.62549724,1.469769328,64696,188,64
