date,v1,v2,v3,feature1,feature2,Price
2011/1/10 8:00,3.319561906,46.55575822,-1.531427054,76086,73700,62.99
2011/1/10 9:00,6.676455483,45.08705493,-0.392681409,74958,74300,61.2
2011/1/10 10:00,8.553272183,43.66323105,1.359146644,74666,75000,62.67
2011/1/10 11:00,9.550512658,49.15751883,0.463805647,73932,75400,62.98
2011/1/10 12:00,10.50648542,52.47421843,-1.133857102,73921,76500,62.88
2011/1/10 13:00,11.95672388,52.46579635,-0.52392165,73069,77600,61.41
2011/1/10 14:00,13.81331234,49.22332228,1.088924231,72046,74800,60.5
2011/1/10 15:00,15.34436154,45.46280787,0.412941708,72087,73400,57.52
2011/1/10 16:00,15.52396352,45.67707319,-1.295360883,72232,72200,59.92
2011/1/10 17:00,13.56043053,50.26618529,-0.226396246,75967,73400,67.1
2011/1/10 18:00,9.407195102,54.2250947,1.484234595,78980,79300,69.93
2011/1/10 19:00,3.892148263,54.44987146,-0.078336839,76756,82400,63.18
2011/1/10 20:00,-1.67652708,52.20340083,-1.425757933,73823,79800,54.72
2011/1/10 21:00,-6.135509462,46.06528861,0.609234783,69858,74900,43.94
2011/1/10 22:00,-8.956757752,48.69966735,1.241068212,69661,70300,43.37
2011/1/10 23:00,-10.40458481,49.14165938,-0.987105257,68814,73400,32.32
2011/1/11 0:00,-11.23934002,56.38146604,-0.825418218,67939,69600,47.31
2011/1/11 1:00,-12.35491889,55.26011231,0.936457369,66564,65600,45.01
2011/1/11 2:00,-13.89423266,52.76062474,0.504140956,66398,66100,41.91
2011/1/11 3:00,-15.16813278,48.84145446,-0.683953009,66064,63200,34.15
2011/1/11 4:00,-15.05302437,47.67582092,-0.284948778,66035,60700,35.01
2011/1/11 5:00,-12.75219879,52.45781543,0.351587193,66599,61000,44.92
2011/1/11 6:00,-8.323982345,55.05735936,0.290159305,68119,64400,49.81
2011/1/11 7:00,-2.707242358,57.5343159,0.039014827,72495,71300,63.08
2011/1/11 8:00,2.605983671,52.36613685,-0.462328776,74873,76600,64.85
2011/1/11 9:00,6.477477179,50.3148114,-0.050004414,74473,76200,63.04
2011/1/11 10:00,8.721992286,47.93225932,0.889789105,73965,75900,62.68
2011/1/11 11:00,9.970699367,52.75977151,-0.016338467,74444,75000,63.7
2011/1/11 12:00,11.18764277,55.35573068,-1.039602334,74554,75700,65.03
2011/1/11 13:00,12.94841775,55.94439671,0.127518281,74409,76500,65.04
2011/1/11 14:00,15.06932831,52.44931764,0.985693312,73949,74300,62.95
2011/1/11 15:00,16.65778331,48.42879947,-0.236855037,72926,72600,60
2011/1/11 16:00,16.63712029,48.91849136,-1.017807635,74924,71500,62.94
2011/1/11 17:00,14.42390303,51.64589293,0.033266222,77678,72300,69.04
2011/1/11 18:00,10.34627921,56.36093243,1.090500403,77710,76700,71.61
2011/1/11 19:00,5.513630575,54.62372491,0.329801724,77496,79400,67.99
2011/1/11 20:00,1.083673925,53.53949651,-1.311399325,74617,76300,63.67
2011/1/11 21:00,-2.372931229,47.53610489,-0.41817804,70768,71000,53.28
2011/1/11 22:00,-5.110558233,49.37797487,1.905472726,69797,67100,56.18
2011/1/11 23:00,-7.995475436,51.42458573,0.4234591,67142,69700,49.33
2011/1/12 0:00,-11.68007254,54.36118957,-2.140391348,66461,68400,37.93
2011/1/12 1:00,-16.00722248,54.68197598,-0.120930231,66270,64400,34.02
2011/1/12 2:00,-19.97576825,50.06900069,2.016936532,65437,64900,24.29
2011/1/12 3:00,-22.06444456,47.38076881,-0.246888572,64689,62000,16.51
2011/1/12 4:00,-21.02415836,46.43116365,-1.838940819,65562,59900,14.06
2011/1/12 5:00,-16.63460627,50.96233209,0.151637105,66296,60200,32.55
2011/1/12 6:00,-10.00799732,52.8941849,1.354841654,67702,64100,43.69
2011/1/12 7:00,-2.986643664,54.62718834,0.218330776,72055,69900,57.65
2011/1/12 8:00,2.640512722,49.22469944,-1.090462498,75300,75800,60
2011/1/12 9:00,6.052098279,47.45599438,-0.585664183,75139,76700,60.38
2011/1/12 10:00,7.74057805,46.21029453,1.367926173,74585,76700,61.43
2011/1/12 11:00,8.998846698,49.71076814,1.017243476,75036,76400,63.05
2011/1/12 12:00,11.06549949,53.03827567,-1.678684139,73782,77000,60.43
2011/1/12 13:00,14.3179033,51.6262384,-1.132739653,73125,77200,59.85
2011/1/12 14:00,17.93086381,48.63508233,1.933795282,72438,75100,60
2011/1/12 15:00,20.32116503,45.09846733,0.918022004,71351,73000,57.91
2011/1/12 16:00,20.00081421,44.85825782,-2.273582988,72075,71500,59.42
2011/1/12 17:00,16.44561172,49.05169881,-0.823142525,74347,71600,66.17
2011/1/12 18:00,10.54524647,51.78023524,2.366074723,75294,75600,66.75
2011/1/12 19:00,4.177562452,50.92987888,0.783447893,74400,78600,59.94
2011/1/12 20:00,-0.918532069,49.0644088,-2.256686849,71423,74900,52.1
2011/1/12 21:00,-4.105771698,43.73069237,-0.746465011,68668,69400,46.83
2011/1/12 22:00,-6.086744704,44.82915685,2.193906585,67800,65400,48.56
2011/1/12 23:00,-8.28832568,47.72564088,1.055609232,67195,68400,43.89
2011/1/13 0:00,-11.77773633,49.54244609,-1.905470788,65404,66900,31.04
2011/1/13 1:00,-16.4460004,51.11918183,-1.441035343,64519,61700,24.93
2011/1/13 2:00,-20.98051524,46.66060834,1.583430466,64094,61800,16.66
2011/1/13 3:00,-23.43937899,42.1198632,1.776321251,62278,59200,10.46
2011/1/13 4:00,-22.27394204,43.634711,-1.711009334,61688,56700,10.28
2011/1/13 5:00,-17.18095591,44.22960283,-2.337752272,63172,57000,14.4
2011/1/13 6:00,-9.423248948,50.47262141,1.798223417,65448,60600,46.08
2011/1/13 7:00,-1.439939208,51.0906561,2.481667629,71039,67800,62.11
2011/1/13 8:00,4.58978721,46.174707,-1.8396357,72894,73500,62.42
2011/1/13 9:00,7.811148496,43.94705614,-2.233770669,72491,72800,58.69
2011/1/13 10:00,8.947085551,41.50034309,2.215874697,72376,72200,56.96
2011/1/13 11:00,9.542305564,44.96510106,2.104063142,72707,72200,59.22
2011/1/13 12:00,10.87783788,49.82096763,-2.434875562,72084,72700,56.19
2011/1/13 13:00,13.29218818,48.70862514,-1.809712469,71645,72300,53.28
2011/1/13 14:00,16.0449305,45.05854804,2.502274672,70643,70700,50.54
2011/1/13 15:00,17.80430028,42.38791689,1.335875315,69132,68300,47.03
2011/1/13 16:00,17.38955378,39.61252045,-2.741988344,68354,66800,40.01
2011/1/13 17:00,14.44731733,45.61927321,-1.26253071,70896,66800,54.57
2011/1/13 18:00,9.580651676,48.70343098,2.498174391,73178,72400,64.95
2011/1/13 19:00,4.154435921,47.76030502,1.258158538,73313,75300,57.92
2011/1/13 20:00,-0.411443874,47.21655332,-2.12045395,70557,71700,54.45
2011/1/13 21:00,-3.592478686,41.4301933,-1.323517457,66276,66800,48.6
2011/1/13 22:00,-5.919922937,42.57127367,2.149406426,65292,63200,49.44
2011/1/13 23:00,-8.471080919,45.50800602,1.725839935,65122,66300,43.81
2011/1/14 0:00,-12.00629459,46.71331805,-2.064634218,64192,63700,25.21
2011/1/14 1:00,-16.31336892,48.0067287,-1.877000459,63133,59300,18.03
2011/1/14 2:00,-20.29726179,44.75115136,1.821714874,63047,59800,14.08
2011/1/14 3:00,-22.3958687,41.04421595,1.616305585,61551,56600,10.36
2011/1/14 4:00,-21.28069101,42.4287066,-1.806478798,62032,54600,10.51
2011/1/14 5:00,-16.57672291,44.09004419,-1.566188908,63476,55200,22.9
2011/1/14 6:00,-9.275383876,47.4335459,1.476592801,66287,59000,43.09
2011/1/14 7:00,-1.393795085,49.14554052,1.492962234,71646,66300,62.21
2011/1/14 8:00,4.916250226,44.49559934,-1.04645721,73873,72900,65.01
2011/1/14 9:00,8.462583999,43.61498814,-1.198804516,73011,72100,64.48
2011/1/14 10:00,9.518492745,41.86903016,1.073523649,72439,71900,61.26
2011/1/14 11:00,9.437417271,44.62279771,1.267772789,72311,71700,61.42
2011/1/14 12:00,9.783368163,47.49359477,-0.996603821,71938,71400,57
2011/1/14 13:00,11.50818658,46.41642406,-1.207253187,71446,71300,54.28
2011/1/14 14:00,14.43443958,43.69071348,1.012717025,70116,68600,50.7
2011/1/14 15:00,17.41204294,41.58884528,1.040689391,69359,66300,48.1
2011/1/14 16:00,18.8665293,40.79751349,-1.338310518,69365,65200,50.13
2011/1/14 17:00,17.5660639,44.39026886,-1.078144285,71559,65700,58.44
2011/1/14 18:00,13.38294179,46.26117594,1.522152446,73792,70800,61.28
2011/1/14 19:00,7.448779203,44.89852988,0.857602109,73735,73100,58.35
2011/1/14 20:00,1.50997034,44.39336901,-1.640946925,70543,69800,51.41
2011/1/14 21:00,-2.960367269,40.65371359,-0.324015967,66936,66100,49.36
2011/1/14 22:00,-5.538835774,42.33517867,1.665046188,65695,63100,51.4
2011/1/14 23:00,-6.889380372,43.95888645,0.057610008,64921,66100,44.08
2011/1/15 0:00,-8.229882582,44.31251908,-1.070250214,63724,63800,36.54
2011/1/15 1:00,-10.64386081,44.19753805,0.145397011,62233,59200,30.3
2011/1/15 2:00,-14.36827522,41.75001995,0.347117281,62034,59400,21.78
2011/1/15 3:00,-18.52031552,39.16757814,-0.117768539,61050,55700,15.19
2011/1/15 4:00,-21.4048573,41.063355,0.149547101,60333,53600,14.64
2011/1/15 5:00,-21.28758339,41.7882455,-0.349449385,61233,52800,15.29
2011/1/15 6:00,-17.32640682,42.7500451,-0.466360488,61325,53900,17.11
2011/1/15 7:00,-10.19846689,44.05377578,0.785707517,62433,56400,40.6
2011/1/15 8:00,-2.103268419,39.25986466,0.159738031,64200,60400,49.04
2011/1/15 9:00,4.558702057,39.90977519,-0.8408168,66213,62000,53.12
2011/1/15 10:00,8.401267228,39.41272001,0.654655487,66890,63800,53.2
2011/1/15 11:00,9.51230279,40.81615831,0.762920159,65982,64300,52.99
2011/1/15 12:00,9.173345953,43.83169157,-1.271945693,65643,64900,53.9
2011/1/15 13:00,9.090951118,40.12511105,-0.393135259,64980,66400,47.79
2011/1/15 14:00,10.57268221,37.65889325,1.686622517,63067,62600,45
2011/1/15 15:00,13.79913612,37.29110605,-0.070175016,62029,59800,43.28
2011/1/15 16:00,17.66618027,36.30552624,-1.909051415,61838,58400,42.42
2011/1/15 17:00,20.25460951,42.25003747,0.142590146,63862,58600,65.04
2011/1/15 18:00,19.73525112,41.27881119,1.744241078,68361,64100,63.21
2011/1/15 19:00,15.63247658,38.38316732,0.202535077,68079,66400,56.19
2011/1/15 20:00,8.939134064,37.02384106,-1.753952388,65862,65100,44.96
2011/1/15 21:00,1.59254077,33.97073861,-0.612509711,63868,62100,37.43
2011/1/15 22:00,-4.537632874,37.90594359,2.083071536,62986,59800,43.78
2011/1/15 23:00,-8.467963085,40.93850584,0.91920975,62837,63800,36.79
2011/1/16 0:00,-10.22450808,39.11193529,-2.293520129,61281,61500,21.32
2011/1/16 1:00,-10.76730069,37.86415793,-0.856830372,60390,57700,18.54
2011/1/16 2:00,-11.52854883,33.66828069,2.309772927,58835,57400,14.99
2011/1/16 3:00,-13.49887442,32.83536039,0.435216494,57669,53800,10.06
2011/1/16 4:00,-16.5697557,36.8373275,-2.311320844,56059,51300,10.2
2011/1/16 5:00,-19.48509029,38.84015185,-0.162810972,56169,50500,11.58
2011/1/16 6:00,-20.39946529,39.18987657,1.919023395,56397,50600,10.17
2011/1/16 7:00,-17.90414955,37.43821751,-0.118959374,58046,51500,10.2
2011/1/16 8:00,-12.01260281,33.07248574,-1.55547307,60081,53300,16.6
2011/1/16 9:00,-4.295467005,33.51094354,-0.034237706,61348,54600,27.9
2011/1/16 10:00,2.958627332,36.46609176,1.122723883,63490,57000,39.94
2011/1/16 11:00,7.820540297,38.94593731,0.494611878,63913,58400,45.12
2011/1/16 12:00,9.612650914,41.40129378,-0.744120924,63909,59600,45.11
2011/1/16 13:00,9.135687306,37.89810988,-1.187699889,63563,61400,35.13
2011/1/16 14:00,8.131265394,34.5550264,0.575016609,61896,56400,25.45
2011/1/16 15:00,8.241394545,33.72878611,1.796725782,61752,54000,23.93
2011/1/16 16:00,9.993182414,36.48836888,-1.205215078,61683,52400,31.98
2011/1/16 17:00,12.55119639,40.08218147,-2.716957897,63425,53900,39.51
2011/1/16 18:00,14.35985723,44.07566293,1.863499071,68474,59800,64.15
2011/1/16 19:00,13.92261298,40.80802935,3.002753982,68475,64200,65
2011/1/16 20:00,10.78949066,39.28455829,-2.408528105,66395,64900,55.15
2011/1/16 21:00,5.606713066,37.54148355,-2.699171514,64097,62100,49.32
2011/1/16 22:00,-0.455215414,38.74511137,2.937834276,63693,59900,51.31
2011/1/16 23:00,-6.271593486,44.19634178,2.402982182,63185,63000,46.14
2011/1/17 0:00,-11.03171231,44.26206284,-2.872595071,61984,60700,22.73
2011/1/17 1:00,-14.30117719,44.58596046,-1.9135635,61334,56900,16.75
2011/1/17 2:00,-16.11194708,41.84466208,2.275654684,61624,57400,17.1
2011/1/17 3:00,-16.59274579,39.0583464,1.343206763,61236,54800,12.72
2011/1/17 4:00,-15.64763106,41.49816755,-1.767500488,61426,52900,14.87
2011/1/17 5:00,-13.10013936,44.71120441,-1.32980545,61775,53800,23.53
2011/1/17 6:00,-9.073523033,47.90298351,1.05736705,64756,57900,45.48
2011/1/17 7:00,-4.310826883,49.57199975,1.322006139,69467,65600,62.43
2011/1/17 8:00,0.172428057,45.80179236,-0.343091285,71584,71500,65.91
2011/1/17 9:00,3.646481733,43.79440338,-1.021518884,71478,71800,61.19
2011/1/17 10:00,6.035140775,44.56925488,0.266684636,72047,71500,58.62
2011/1/17 11:00,7.753007453,46.88458059,1.06728631,72230,71400,59.9
2011/1/17 12:00,9.324845403,51.15123377,-0.123582834,71938,71900,60.14
2011/1/17 13:00,11.08930573,50.50387971,-1.029886054,71513,72400,58.4
2011/1/17 14:00,12.97009904,47.07520976,-0.01707012,70375,69800,52.54
2011/1/17 15:00,14.51364564,45.70687345,0.960786301,69048,68000,52.93
2011/1/17 16:00,14.98174141,45.38602313,-0.145578721,69584,66800,58.52
2011/1/17 17:00,13.68975221,49.73738011,-1.158001183,72282,67600,67.26
2011/1/17 18:00,10.54343998,53.20233193,0.442607303,73486,73200,68.36
2011/1/17 19:00,6.225998427,51.77563443,1.381682234,73338,76900,65.97
2011/1/17 20:00,1.726353642,50.73607844,-0.846029056,70342,73800,60.2
2011/1/17 21:00,-2.147720984,47.24461623,-1.179118017,68138,69200,51.24
2011/1/17 22:00,-5.089825249,47.63367057,1.463452119,66962,65800,50.89
2011/1/17 23:00,-7.377066617,51.73534067,0.781317425,66049,68800,48.92
2011/1/18 0:00,-9.500725071,53.09195522,-1.643610941,65333,65900,37.65
2011/1/18 1:00,-11.72516563,53.63076142,-0.117582681,64260,61900,37.28
2011/1/18 2:00,-13.93649171,51.63663988,1.248595267,64005,62100,34.94
2011/1/18 3:00,-15.49747147,47.74951262,-0.491764451,63214,59500,25.3
2011/1/18 4:00,-15.46665393,49.11062828,-0.619592586,62776,57300,28.8
2011/1/18 5:00,-13.23779515,52.30941184,0.476977891,63315,57700,40.49
2011/1/18 6:00,-8.9367044,54.04238135,-0.088051983,64479,61800,45.24
2011/1/18 7:00,-3.416975888,56.5932095,-0.016262309,68836,69100,59.6
2011/1/18 8:00,1.920232317,52.27860896,0.414968184,71905,74900,63.27
2011/1/18 9:00,5.861169045,50.49356766,-0.389419189,72146,75100,61.63
2011/1/18 10:00,7.952221618,50.43303056,-0.120375246,72539,75100,63.32
2011/1/18 11:00,8.550567562,52.66169425,0.70835398,73008,74800,63.58
2011/1/18 12:00,8.597862154,56.14234527,-0.246467692,72506,75500,62.89
2011/1/18 13:00,9.02730656,56.42850577,-0.691980385,72654,76000,62.36
2011/1/18 14:00,10.19979262,53.26885691,0.522395818,71545,73800,59.37
2011/1/18 15:00,11.74101151,51.2385819,0.399224798,70954,71900,55.97
2011/1/18 16:00,12.7118341,50.62616334,-0.748913131,71085,71000,59.07
2011/1/18 17:00,12.02699258,53.7286244,-0.250845818,73559,71400,67.9
2011/1/18 18:00,9.163626549,57.56004871,0.744604787,75632,75900,69.08
2011/1/18 19:00,4.599000908,56.66886167,0.194008575,76146,79000,66.98
2011/1/18 20:00,-0.513335013,56.14019295,-0.644370511,72181,76100,60.1
2011/1/18 21:00,-4.848063977,51.68076824,0.003056192,69839,71600,50.01
2011/1/18 22:00,-7.58872591,52.5322264,0.575250425,68559,68000,49.74
2011/1/18 23:00,-8.819071763,54.38020516,-0.111160645,68268,70600,45.89
2011/1/19 0:00,-9.258033616,57.46784808,-0.283413601,67917,68000,47.14
2011/1/19 1:00,-9.780530934,57.7171772,0.089036127,67464,63800,45.44
2011/1/19 2:00,-10.79486713,56.35530366,-0.07846225,67564,64100,43.01
2011/1/19 3:00,-11.95494974,52.87595719,0.026189668,65930,61600,38.89
2011/1/19 4:00,-12.32311054,52.82089423,0.309199904,66587,59300,40.1
2011/1/19 5:00,-10.94871485,55.54285954,-0.348653796,67196,60000,46.28
2011/1/19 6:00,-7.482474823,56.73822013,-0.393489534,68629,64000,49.51
2011/1/19 7:00,-2.463221739,60.1874138,0.746496438,73816,70800,65.06
2011/1/19 8:00,2.757012156,55.90508207,0.244269666,76208,76200,66.5
2011/1/19 9:00,6.799918751,55.05994423,-0.83419908,76666,77600,66.09
2011/1/19 10:00,8.948080115,53.28680694,0.187190201,76136,78200,65.91
2011/1/19 11:00,9.37851875,55.17043001,0.805865801,76051,78500,66
2011/1/19 12:00,8.98652556,58.00504006,-0.455824758,75203,79400,65.5
2011/1/19 13:00,8.795870937,58.77858935,-0.638965933,74310,80100,65
2011/1/19 14:00,9.362411844,56.54872087,0.522219125,73588,78200,62.94
2011/1/19 15:00,10.47859679,54.81281231,0.422867635,72304,76100,61.08
2011/1/19 16:00,11.28213499,53.36173002,-0.535007363,72463,74800,61.19
2011/1/19 17:00,10.71781601,55.27085518,-0.438661522,75000,75300,66.88
2011/1/19 18:00,8.186243215,58.76535044,0.436382087,77871,79700,69.22
2011/1/19 19:00,3.99111599,57.62790495,0.6007166,77785,83300,66.46
2011/1/19 20:00,-0.837727536,58.69647181,-0.367940611,74637,80200,61.19
2011/1/19 21:00,-5.041310848,54.09342489,-0.669482568,71474,75600,51.11
2011/1/19 22:00,-7.802464661,54.66528151,0.441039963,71199,71500,52
2011/1/19 23:00,-9.129913488,55.63783776,0.741809545,70487,74600,48.85
2011/1/20 0:00,-9.613933504,57.23719056,-0.349930457,69463,72100,43.09
2011/1/20 1:00,-9.997570526,58.5339189,-0.764148988,68381,67700,42.63
2011/1/20 2:00,-10.76014309,57.54395746,0.079275863,68389,67800,42.6
2011/1/20 3:00,-11.73744442,54.67874709,0.740796766,67488,65800,40.06
2011/1/20 4:00,-12.12910192,54.42565151,0.091683733,66900,63500,39.96
2011/1/20 5:00,-10.97484546,55.6284029,-0.910531056,68012,64000,41.77
2011/1/20 6:00,-7.779105853,56.76768578,-0.212718204,69870,67900,48
2011/1/20 7:00,-2.962608869,60.31504635,1.055255186,74970,75300,63.3
2011/1/20 8:00,2.205827228,56.71901504,0.158833481,76968,80600,66.09
2011/1/20 9:00,6.323701324,56.54049261,-0.971441952,76682,80100,66.08
2011/1/20 10:00,8.57197983,54.19451206,0.135029128,76232,80100,65.83
2011/1/20 11:00,9.000461681,55.52918831,0.825775765,76601,80200,65.63
2011/1/20 12:00,8.438881198,58.0531811,-0.281407405,75242,80900,64.93
2011/1/20 13:00,7.965618516,58.71878192,-0.590662819,74937,80300,63.84
2011/1/20 14:00,8.293077294,57.37429968,0.251310748,74650,78900,61.74
2011/1/20 15:00,9.386736019,55.57773506,0.326640573,74480,76700,60.31
2011/1/20 16:00,10.45720407,54.31519574,-0.216643411,75264,75500,61.8
2011/1/20 17:00,10.38541966,55.64126932,-0.29800671,77122,75500,66.61
2011/1/20 18:00,8.409335106,58.85735659,0.087721708,79795,81300,69.73
2011/1/20 19:00,4.636792389,57.84745607,0.406268675,78433,84800,66.83
2011/1/20 20:00,0.00041028,59.08374623,0.027917338,75238,82800,63.71
2011/1/20 21:00,-4.21461082,54.68455143,-0.45945941,72141,77700,53.02
2011/1/20 22:00,-7.02717333,55.49836358,0.051854648,71477,73600,52.6
2011/1/20 23:00,-8.25723124,55.91515399,0.551493946,71764,77000,48.46
2011/1/21 0:00,-8.433169929,57.69863232,-0.057214927,69736,74100,46.04
2011/1/21 1:00,-8.4292786,58.69837407,-0.613652593,68971,70100,45.3
2011/1/21 2:00,-8.914179743,57.36833327,-0.014681913,68891,70700,44.88
2011/1/21 3:00,-9.883496543,55.39229803,0.559733892,68734,68300,42.65
2011/1/21 4:00,-10.59534859,54.70669111,-0.019372532,67578,66400,42.09
2011/1/21 5:00,-10.03683267,56.51712703,-0.589300544,68273,67100,45.7
2011/1/21 6:00,-7.576805528,57.29202054,0.041880817,71124,71100,50.83
2011/1/21 7:00,-3.448574934,59.85188595,0.556532755,76918,78500,64.03
2011/1/21 8:00,1.220072377,56.66800263,-0.088779802,78535,84400,66.61
2011/1/21 9:00,5.065927542,56.3064681,-0.237193292,78357,83700,66.23
2011/1/21 10:00,7.193536157,54.68224885,0.27833988,78144,83700,66
2011/1/21 11:00,7.499924603,56.37719827,-0.056175544,78531,83500,65.21
2011/1/21 12:00,6.700722646,58.02801994,-0.209821378,77379,83200,64.52
2011/1/21 13:00,5.899615301,57.74979824,0.303104794,77182,83100,62.98
2011/1/21 14:00,5.981870166,56.56855993,-0.019636032,75686,80700,60.17
2011/1/21 15:00,7.149279984,54.47221176,-0.368420531,74113,78400,56.19
2011/1/21 16:00,8.79019571,54.90735073,0.175861957,75523,77000,62.07
2011/1/21 17:00,9.733727549,56.06977315,0.065831936,77944,77300,66.13
2011/1/21 18:00,8.987874038,57.95489414,-0.166567942,80080,82500,67.85
2011/1/21 19:00,6.325637711,56.60602485,0.30928639,79526,85600,66.27
2011/1/21 20:00,2.407852648,56.31634309,-0.099362069,76137,82600,60.81
2011/1/21 21:00,-1.525403788,53.68831109,-0.457029308,73571,78800,54.99
2011/1/21 22:00,-4.35236079,55.35314314,0.559257245,73501,75500,56.96
2011/1/21 23:00,-5.608997077,56.05114725,0.41122532,73773,78800,54.33
2011/1/22 0:00,-5.593533931,56.74938481,-0.837538544,71991,76600,50.07
2011/1/22 1:00,-5.162935035,56.21941813,-0.056796201,69799,71800,48.18
2011/1/22 2:00,-5.263788079,54.33178776,0.902844271,70041,72400,46.85
2011/1/22 3:00,-6.381757307,53.3980987,-0.464460854,68877,69400,45.03
2011/1/22 4:00,-8.196406134,54.25615344,-0.791292094,66803,67300,44.46
2011/1/22 5:00,-9.673818071,55.42583028,0.855003628,67190,66500,46.69
2011/1/22 6:00,-9.632289381,55.83516037,0.467641797,67073,67800,44.93
2011/1/22 7:00,-7.438744943,56.06310682,-1.000160158,67816,71100,46.68
2011/1/22 8:00,-3.52231866,52.95205845,-0.166909113,69706,74700,51.39
2011/1/22 9:00,0.778100988,53.63880102,0.870173038,72509,76400,58
2011/1/22 10:00,3.964189538,52.84688882,0.05784296,73784,78400,60.38
2011/1/22 11:00,5.160780581,54.82559494,-0.537421536,73721,78300,61.04
2011/1/22 12:00,4.59164301,55.89353591,-0.065082817,74042,78500,61.1
2011/1/22 13:00,3.372187454,54.73621291,0.22847362,73030,79500,59.12
2011/1/22 14:00,2.85869673,52.83665704,0.31584133,71008,75500,53
2011/1/22 15:00,3.90446496,52.15908911,-0.008938226,70293,72500,50.55
2011/1/22 16:00,6.290306575,51.22873926,-0.791039133,70554,71000,50.12
2011/1/22 17:00,8.78030226,54.40880101,-0.136289621,73298,70800,63.1
2011/1/22 18:00,9.807629666,55.05053204,1.126946721,74721,76500,64.8
2011/1/22 19:00,8.561818577,53.54840518,0.073597238,75290,79800,62.62
2011/1/22 20:00,5.375779735,54.06521173,-1.406776115,73201,77800,59.17
2011/1/22 21:00,1.533201085,49.97242099,0.223392153,70113,74900,53.13
2011/1/22 22:00,-1.485070586,52.57547556,1.469735741,71141,72700,58.79
2011/1/22 23:00,-2.865944985,53.04268078,-0.584180223,70693,76700,52.98
2011/1/23 0:00,-2.747709708,53.86252296,-1.000977329,69277,75100,51.09
2011/1/23 1:00,-2.162072417,54.32279924,0.837111067,67655,71100,53.02
2011/1/23 2:00,-2.401059153,52.26599709,0.321837369,66874,71200,47.69
2011/1/23 3:00,-4.156717291,50.27377999,-0.703235158,65657,68000,42.91
2011/1/23 4:00,-7.057579557,51.06609922,0.269508597,65336,65300,39.96
2011/1/23 5:00,-9.766069348,51.71799335,0.177500033,65500,64400,35.4
2011/1/23 6:00,-10.71524057,52.69408189,-0.655600382,65104,64700,31.08
2011/1/23 7:00,-9.075924964,54.91923536,0.344493887,64206,66400,42.61
2011/1/23 8:00,-5.3873832,50.83092023,0.400496668,65346,68400,45.76
2011/1/23 9:00,-1.127361312,51.50394043,-0.770894068,67823,70000,48.96
2011/1/23 10:00,2.127862913,49.82941298,0.148044747,69277,72900,51.29
2011/1/23 11:00,3.456349524,51.63985447,0.88877904,70154,74400,53.19
2011/1/23 12:00,3.016966089,54.61257224,-0.687107494,71017,75100,54.43
